Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Stone, Corey Dean","
MATH 20D - Intro/Differential Equations (D)
",FA16,243,"
92
","
91.0%
","
75.3%
","
7.63
","
B (3.26)
","
B- (2.71)
"
"Li, Xiaolong","
MATH 20D - Intro/Differential Equations (A)
",S216,123,"
66
","
93.9%
","
95.5%
","
7.58
","
A- (3.78)
","
B+ (3.47)
"
"Schmitt, Jeremy M","
MATH 20D - Intro/Differential Equations (A)
",S116,134,"
39
","
82.4%
","
91.2%
","
7.69
","
A- (3.79)
","
B- (2.93)
"
"Eggers, John Dietrich","
MATH 20D - Intro/Differential Equations (A)
",SP16,381,"
148
","
87.2%
","
86.5%
","
6.19
","
B+ (3.54)
","
B- (2.95)
"
"Dilts, James Paul","
MATH 20D - Intro/Differential Equations (B)
",SP16,210,"
88
","
81.7%
","
78.0%
","
6.88
","
B+ (3.34)
","
B- (2.78)
"
"Behzadan, Ali","
MATH 20D - Intro/Differential Equations (A)
",WI16,292,"
190
","
98.9%
","
99.5%
","
5.54
","
A- (3.86)
","
B (3.15)
"
"Wong, Elizabeth Lai Sum","
MATH 20D - Intro/Differential Equations (B)
",WI16,207,"
101
","
94.0%
","
96.0%
","
5.78
","
A- (3.71)
","
B (3.21)
"
"Oliver, Jesus R","
MATH 20D - Intro/Differential Equations (C)
",WI16,262,"
127
","
94.3%
","
97.5%
","
6.35
","
B+ (3.64)
","
B (3.07)
"
"Sterbenz, Jacob","
MATH 20D - Intro/Differential Equations (A)
",FA15,273,"
104
","
93.8%
","
88.5%
","
6.74
","
B+ (3.64)
","
B- (2.78)
"
"Deotte, Christopher George","
MATH 20D - Intro/Differential Equations (B)
",FA15,283,"
120
","
95.6%
","
96.5%
","
5.95
","
B+ (3.38)
","
B- (2.85)
"
"Cheng, Hsiao-Bing","
MATH 20D - Intro/Differential Equations (C)
",FA15,171,"
66
","
67.7%
","
48.4%
","
7.64
","
B (3.16)
","
B- (2.89)
"
"Tiee, Christopher Landrick","
MATH 20D - Intro/Differential Equations (D)
",FA15,115,"
42
","
82.5%
","
65.0%
","
5.45
","
B (3.26)
","
B (3.16)
"
"Oliver, Jesus R","
MATH 20D - Intro/Differential Equations (A)
",S215,101,"
39
","
97.1%
","
100.0%
","
8.84
","
A- (3.73)
","
B (3.18)
"
"Bryan, Paul Anthony","
MATH 20D - Intro/Differential Equations (A)
",S115,106,"
17
","
88.2%
","
70.6%
","
9.25
","
B+ (3.50)
","
B- (2.87)
"
"Bucur, Alina Ioana","
MATH 20D - Intro/Differential Equations (A)
",SP15,195,"
172
","
88.3%
","
78.4%
","
5.66
","
B+ (3.40)
","
C+ (2.55)
"
"Martirosyan, Lilit","
MATH 20D - Intro/Differential Equations (B)
",SP15,286,"
127
","
83.3%
","
35.0%
","
5.73
","
B+ (3.60)
","
B (3.18)
"
"Oliver, Jesus R","
MATH 20D - Intro/Differential Equations (A)
",WI15,356,"
175
","
97.0%
","
97.0%
","
6.73
","
B+ (3.52)
","
B- (2.97)
"
"Martirosyan, Lilit","
MATH 20D - Intro/Differential Equations (B)
",WI15,257,"
123
","
91.8%
","
43.4%
","
5.69
","
B+ (3.61)
","
C+ (2.68)
"
"Peng, Xing","
MATH 20D - Intro/Differential Equations (A)
",FA14,177,"
75
","
90.8%
","
67.7%
","
6.16
","
B+ (3.52)
","
B- (2.87)
"
"Bejenaru, Ioan","
MATH 20D - Intro/Differential Equations (B)
",FA14,283,"
118
","
86.2%
","
84.4%
","
7.04
","
B (3.26)
","
B- (2.71)
"
"Oliver, Jesus R","
MATH 20D - Intro/Differential Equations (C)
",FA14,196,"
83
","
93.7%
","
98.7%
","
6.32
","
B+ (3.68)
","
B (3.02)
"
"Oliver, Jesus R","
MATH 20D - Intro/Differential Equations (D)
",FA14,191,"
72
","
87.5%
","
91.7%
","
6.85
","
B+ (3.65)
","
B (3.02)
"
"Bryan, Paul Anthony","
MATH 20D - Intro/Differential Equations (A)
",S214,72,"
15
","
100.0%
","
53.3%
","
8.50
","
B+ (3.57)
","
B (3.10)
"
"Zhou, Shenggao","
MATH 20D - Intro/Differential Equations (A)
",S114,122,"
26
","
92.3%
","
76.9%
","
6.66
","
B+ (3.65)
","
B (3.14)
"
"Stevens, Laura Jeanne","
MATH 20D - Intro/Differential Equations (A)
",SP14,309,"
139
","
96.9%
","
99.2%
","
6.47
","
B+ (3.48)
","
B- (2.76)
"
"Eggers, John Dietrich","
MATH 20D - Intro/Differential Equations (B)
",SP14,320,"
109
","
71.0%
","
74.8%
","
6.24
","
B+ (3.35)
","
C+ (2.62)
"
"Chow, Bennett","
MATH 20D - Intro/Differential Equations (A)
",WI14,324,"
154
","
91.0%
","
72.9%
","
5.23
","
B+ (3.41)
","
B- (2.91)
"
"Hall, James B","
MATH 20D - Intro/Differential Equations (B)
",WI14,312,"
164
","
89.4%
","
92.5%
","
6.31
","
B+ (3.43)
","
B- (2.98)
"
"Chow, Bennett","
MATH 20D - Intro/Differential Equations (A)
",FA13,192,"
73
","
97.2%
","
60.6%
","
6.21
","
B+ (3.57)
","
B (3.06)
"
"Bowers, Adam R.","
MATH 20D - Intro/Differential Equations (B)
",FA13,189,"
135
","
97.8%
","
99.3%
","
6.60
","
B+ (3.52)
","
B (3.19)
"
"Sun, Hui","
MATH 20D - Intro/Differential Equations (C)
",FA13,234,"
97
","
91.6%
","
82.1%
","
5.81
","
B+ (3.44)
","
B- (2.88)
"
"Zhao, Yanxiang","
MATH 20D - Intro/Differential Equations (D)
",FA13,116,"
56
","
94.4%
","
98.1%
","
6.16
","
B+ (3.69)
","
B (3.06)
"
"Bryan, Paul Anthony","
MATH 20D - Intro/Differential Equations (A)
",S213,54,"
11
","
90.9%
","
72.7%
","
9.23
","
A- (3.73)
","
B (3.11)
"
"Briggs, Christopher Alan","
MATH 20D - Intro/Differential Equations (A)
",S113,76,"
20
","
73.7%
","
94.7%
","
10.39
","
B (3.05)
","
C+ (2.36)
"
"Li, Bo","
MATH 20D - Intro/Differential Equations (A)
",SP13,144,"
43
","
87.8%
","
68.3%
","
6.65
","
B (3.05)
","
B- (2.87)
"
"Bryan, Paul Anthony","
MATH 20D - Intro/Differential Equations (B)
",SP13,163,"
64
","
69.8%
","
6.3%
","
6.47
","
B (3.16)
","
B (3.06)
"
"Minor, Andre J","
MATH 20D - Intro/Differential Equations (C)
",SP13,203,"
91
","
96.7%
","
98.9%
","
7.19
","
B+ (3.66)
","
B- (2.74)
"
"Kolesnikov, Pavel","
MATH 20D - Intro/Differential Equations (A)
",WI13,202,"
82
","
90.2%
","
89.0%
","
6.28
","
B (3.22)
","
B- (2.79)
"
"Bowers, Adam R.","
MATH 20D - Intro/Differential Equations (B)
",WI13,400,"
310
","
95.8%
","
98.4%
","
5.69
","
B+ (3.63)
","
C+ (2.60)
"
"Meier, Caleb A","
MATH 20D - Intro/Differential Equations (A)
",FA12,138,"
60
","
89.5%
","
86.0%
","
7.32
","
B+ (3.35)
","
B- (2.83)
"
"Bejenaru, Ioan","
MATH 20D - Intro/Differential Equations (B)
",FA12,203,"
121
","
82.1%
","
47.0%
","
7.94
","
B (3.22)
","
B- (2.81)
"
"Jones, Miles E","
MATH 20D - Intro/Differential Equations (C)
",FA12,216,"
83
","
87.3%
","
97.5%
","
6.63
","
B+ (3.37)
","
B- (2.79)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Kongsgaard, Daniel","
MATH 20E - Vector Calculus (A)
",SP23,208,"
155
","
95.5%
","
99.4%
","
5.33
","
B+ (3.57)
","
B+ (3.32)
"
"Bach, Quang Tran","
MATH 20E - Vector Calculus (B)
",SP23,189,"
65
","
86.9%
","
89.8%
","
5.83
","
B+ (3.37)
","
B- (2.72)
"
"Ohm, Ko Woon","
MATH 20E - Vector Calculus (C)
",SP23,195,"
64
","
82.8%
","
81.0%
","
6.75
","
B (3.19)
","
C+ (2.49)
"
"Eggers, John Dietrich","
MATH 20E - Vector Calculus (A)
",WI23,248,"
110
","
83.3%
","
87.0%
","
8.06
","
B+ (3.43)
","
B- (2.98)
"
"Kongsgaard, Daniel","
MATH 20E - Vector Calculus (B)
",WI23,272,"
213
","
91.0%
","
91.0%
","
5.68
","
B+ (3.47)
","
B- (2.98)
"
"Eggers, John Dietrich","
MATH 20E - Vector Calculus (A)
",FA22,238,"
89
","
82.8%
","
93.1%
","
7.70
","
B+ (3.34)
","
B (3.20)
"
"Kongsgaard, Daniel","
MATH 20E - Vector Calculus (B)
",FA22,231,"
175
","
93.1%
","
96.0%
","
5.85
","
B+ (3.46)
","
B (3.08)
"
"Ganguly, Soumya","
MATH 20E - Vector Calculus (C)
",FA22,193,"
64
","
91.7%
","
83.3%
","
6.84
","
B+ (3.59)
","
B+ (3.57)
"
"Tran, Khoa Dang","
MATH 20E - Vector Calculus (A)
",S222,93,"
30
","
88.9%
","
100.0%
","
9.09
","
B+ (3.50)
","
B (3.15)
"
"Ganguly, Soumya","
MATH 20E - Vector Calculus (A)
",S122,45,"
15
","
78.6%
","
92.9%
","
11.21
","
B (3.21)
","
B- (2.99)
"
"Ciotti, Benjamin","
MATH 20E - Vector Calculus (B)
",S122,31,"
8
","
100.0%
","
87.5%
","
8.75
","
B (3.13)
","
C+ (2.48)
"
"Higgins, Zachary Douglas","
MATH 20E - Vector Calculus (A)
",SP22,111,"
39
","
97.4%
","
97.4%
","
6.87
","
B+ (3.51)
","
B (3.17)
"
"Um, Ko Woon","
MATH 20E - Vector Calculus (B)
",SP22,222,"
81
","
74.0%
","
71.1%
","
7.35
","
B (3.13)
","
C+ (2.60)
"
"Tu, Yucheng","
MATH 20E - Vector Calculus (C)
",SP22,288,"
124
","
83.5%
","
93.4%
","
6.95
","
B+ (3.55)
","
B+ (3.35)
"
"Roberts, Justin Deritter","
MATH 20E - Vector Calculus (A)
",WI22,280,"
128
","
79.8%
","
85.1%
","
7.70
","
B (3.17)
","
B- (2.86)
"
"Um, Ko Woon","
MATH 20E - Vector Calculus (B)
",WI22,187,"
77
","
82.4%
","
90.3%
","
7.95
","
B (3.10)
","
C+ (2.58)
"
"Tran, Brian Kha","
MATH 20E - Vector Calculus (A)
",FA21,226,"
150
","
97.3%
","
96.6%
","
7.02
","
B+ (3.61)
","
B+ (3.47)
"
"Roberts, Justin Deritter","
MATH 20E - Vector Calculus (B)
",FA21,244,"
102
","
68.3%
","
74.0%
","
8.94
","
B (3.07)
","
B- (2.79)
"
"Fulek, Radoslav","
MATH 20E - Vector Calculus (C)
",FA21,276,"
175
","
87.5%
","
69.6%
","
6.37
","
B+ (3.65)
","
A- (3.73)
"
"Ciotti, Benjamin","
MATH 20E - Vector Calculus (A)
",S221,101,"
28
","
64.3%
","
59.3%
","
11.07
","
B- (2.81)
","
C+ (2.43)
"
"Ciotti, Benjamin","
MATH 20E - Vector Calculus (A)
",S121,99,"
25
","
76.0%
","
52.0%
","
10.98
","
B (3.28)
","
B- (2.76)
"
"Um, Ko Woon","
MATH 20E - Vector Calculus (A)
",SP21,260,"
112
","
78.2%
","
88.2%
","
7.73
","
B+ (3.33)
","
B (3.12)
"
"Pillai, Mohandas K","
MATH 20E - Vector Calculus (B)
",SP21,197,"
83
","
82.7%
","
76.5%
","
6.57
","
B+ (3.45)
","
B (3.27)
"
"Ciotti, Benjamin","
MATH 20E - Vector Calculus (C)
",SP21,84,"
33
","
74.2%
","
61.3%
","
6.57
","
B+ (3.32)
","
B (3.27)
"
"Lebl, Jiri","
MATH 20E - Vector Calculus (A)
",WI21,184,"
85
","
69.5%
","
48.1%
","
7.63
","
B (3.25)
","
B+ (3.35)
"
"Roberts, Justin Deritter","
MATH 20E - Vector Calculus (B)
",WI21,207,"
109
","
89.6%
","
91.3%
","
7.27
","
B+ (3.51)
","
B (3.12)
"
"Pillai, Mohandas K","
MATH 20E - Vector Calculus (C)
",WI21,87,"
42
","
75.6%
","
68.3%
","
7.50
","
B (3.29)
","
B (3.04)
"
"Roberts, Justin Deritter","
MATH 20E - Vector Calculus (A)
",FA20,218,"
118
","
88.9%
","
96.5%
","
8.14
","
B+ (3.54)
","
B (3.01)
"
"Wenzl, Hans G","
MATH 20E - Vector Calculus (B)
",FA20,204,"
80
","
80.0%
","
66.2%
","
7.30
","
B (3.09)
","
B- (2.85)
"
"Chow, Bennett","
MATH 20E - Vector Calculus (C)
",FA20,181,"
77
","
79.5%
","
83.6%
","
8.05
","
B+ (3.54)
","
B (3.29)
"
"Kitsela, Roman","
MATH 20E - Vector Calculus (A)
",S220,187,"
39
","
59.0%
","
61.5%
","
11.73
","
B+ (3.47)
","
B (3.20)
"
"Kitsela, Roman","
MATH 20E - Vector Calculus (A)
",S120,168,"
47
","
65.2%
","
61.4%
","
12.24
","
B+ (3.40)
","
B+ (3.33)
"
"Ben-Ezra, David El-Chai","
MATH 20E - Vector Calculus (A)
",SP20,344,"
109
","
86.9%
","
93.3%
","
5.90
","
B+ (3.61)
","
B+ (3.58)
"
"Um, Ko Woon","
MATH 20E - Vector Calculus (B)
",SP20,194,"
70
","
82.6%
","
88.4%
","
7.20
","
B+ (3.61)
","
B+ (3.56)
"
"Chow, Bennett","
MATH 20E - Vector Calculus (C)
",SP20,142,"
52
","
80.0%
","
74.0%
","
7.09
","
B+ (3.41)
","
B+ (3.55)
"
"Stapleton, David John","
MATH 20E - Vector Calculus (A)
",WI20,201,"
101
","
92.8%
","
95.8%
","
5.87
","
B+ (3.48)
","
B (3.25)
"
"Ciotti, Benjamin","
MATH 20E - Vector Calculus (B)
",WI20,182,"
79
","
68.8%
","
72.7%
","
7.01
","
B (3.05)
","
B- (2.83)
"
"Jiang, Zonglin","
MATH 20E - Vector Calculus (C)
",WI20,133,"
58
","
83.7%
","
79.6%
","
7.66
","
B (3.27)
","
C+ (2.69)
"
"Roberts, Justin Deritter","
MATH 20E - Vector Calculus (A)
",FA19,216,"
86
","
79.2%
","
81.8%
","
7.29
","
B (3.28)
","
B- (2.74)
"
"Kitsela, Roman","
MATH 20E - Vector Calculus (B)
",FA19,284,"
137
","
78.0%
","
82.6%
","
6.33
","
B (3.02)
","
C+ (2.66)
"
"Ferrara, Joseph William","
MATH 20E - Vector Calculus (C)
",FA19,134,"
62
","
85.5%
","
83.9%
","
6.24
","
B+ (3.30)
","
B- (2.72)
"
"Meyer, Kyle Phillip","
MATH 20E - Vector Calculus (A)
",S219,75,"
28
","
85.2%
","
63.0%
","
9.39
","
B+ (3.68)
","
C+ (2.68)
"
"Ciotti, Benjamin","
MATH 20E - Vector Calculus (B)
",S219,92,"
29
","
63.0%
","
59.3%
","
7.98
","
B- (2.93)
","
C+ (2.67)
"
"Strahl, Perry Robert","
MATH 20E - Vector Calculus (A)
",S119,109,"
63
","
88.9%
","
90.5%
","
8.47
","
B+ (3.49)
","
B (3.07)
"
"Huynh, Thang L","
MATH 20E - Vector Calculus (A)
",SP19,200,"
151
","
83.0%
","
82.3%
","
6.31
","
B (3.07)
","
B- (2.93)
"
"Behzadan, Ali","
MATH 20E - Vector Calculus (B)
",SP19,195,"
85
","
89.0%
","
93.8%
","
7.08
","
B+ (3.49)
","
B (3.12)
"
"Ben-Ezra, David El-Chai","
MATH 20E - Vector Calculus (C)
",SP19,312,"
125
","
88.6%
","
94.7%
","
6.03
","
B+ (3.55)
","
B (3.16)
"
"Kossovskiy, Ilya","
MATH 20E - Vector Calculus (A)
",WI19,178,"
69
","
65.7%
","
55.2%
","
5.32
","
B+ (3.46)
","
B- (2.86)
"
"Wenzl, Hans G","
MATH 20E - Vector Calculus (B)
",WI19,193,"
73
","
73.9%
","
72.5%
","
7.10
","
B+ (3.42)
","
B- (2.80)
"
"Ferrara, Joseph William","
MATH 20E - Vector Calculus (C)
",WI19,180,"
75
","
77.9%
","
71.2%
","
6.62
","
B (3.22)
","
B- (2.77)
"
"Strahl, Perry Robert","
MATH 20E - Vector Calculus (A)
",FA18,258,"
199
","
92.9%
","
90.9%
","
5.94
","
B+ (3.48)
","
B+ (3.36)
"
"Lu, Shaoying","
MATH 20E - Vector Calculus (B)
",FA18,191,"
79
","
71.0%
","
54.4%
","
6.73
","
B (3.20)
","
B (3.06)
"
"Cheng, Hsiao-Bing","
MATH 20E - Vector Calculus (C)
",FA18,197,"
88
","
75.6%
","
73.3%
","
7.88
","
B (3.00)
","
C+ (2.65)
"
"Chow, Bennett","
MATH 20E - Vector Calculus (A)
",S218,139,"
36
","
61.8%
","
38.2%
","
9.47
","
B+ (3.39)
","
B (3.01)
"
"Strahl, Perry Robert","
MATH 20E - Vector Calculus (A)
",S118,135,"
73
","
82.2%
","
87.5%
","
7.21
","
B (3.27)
","
C+ (2.61)
"
"Um, Ko Woon","
MATH 20E - Vector Calculus (A)
",SP18,307,"
91
","
65.9%
","
76.1%
","
6.29
","
B (3.28)
","
C+ (2.59)
"
"Dilts, James Paul","
MATH 20E - Vector Calculus (B)
",SP18,279,"
114
","
74.3%
","
81.6%
","
7.35
","
B (3.13)
","
B- (2.87)
"
"Buskin, Nikolay","
MATH 20E - Vector Calculus (A)
",WI18,140,"
50
","
91.5%
","
74.5%
","
6.67
","
B (3.26)
","
B- (2.91)
"
"Sterbenz, Jacob","
MATH 20E - Vector Calculus (B)
",WI18,191,"
90
","
84.3%
","
85.5%
","
6.57
","
B+ (3.42)
","
B- (2.74)
"
"Aamari, Eddie","
MATH 20E - Vector Calculus (C)
",WI18,174,"
76
","
86.1%
","
75.0%
","
6.96
","
B (3.26)
","
B (3.09)
"
"Preskitt, Brian Patrick","
MATH 20E - Vector Calculus (A)
",FA17,287,"
124
","
87.7%
","
93.9%
","
7.57
","
B+ (3.54)
","
B- (2.86)
"
"Roberts, Justin Deritter","
MATH 20E - Vector Calculus (B)
",FA17,214,"
88
","
77.1%
","
91.4%
","
7.45
","
B+ (3.31)
","
B (3.21)
"
"Petkov, Vladislav V","
MATH 20E - Vector Calculus (C)
",FA17,166,"
77
","
79.7%
","
58.1%
","
6.09
","
B+ (3.43)
","
B+ (3.42)
"
"Tang, Xiudi","
MATH 20E - Vector Calculus (A)
",S217,149,"
65
","
50.0%
","
23.4%
","
11.44
","
B (3.11)
","
N/A
"
"Eggers, John Dietrich","
MATH 20E - Vector Calculus (B)
",S217,17,"
8
","
100.0%
","
100.0%
","
13.50
","
B+ (3.50)
","
N/A
"
"Conant, James R","
MATH 20E - Vector Calculus (A)
",SP17,395,"
148
","
90.2%
","
95.8%
","
6.27
","
B+ (3.45)
","
B+ (3.31)
"
"Can, Mahir Bilen","
MATH 20E - Vector Calculus (B)
",SP17,196,"
61
","
81.0%
","
51.7%
","
5.82
","
B (3.20)
","
B- (2.85)
"
"Behzadan, Ali","
MATH 20E - Vector Calculus (A)
",WI17,237,"
112
","
94.3%
","
99.0%
","
6.56
","
A- (3.77)
","
B+ (3.59)
"
"Roberts, Justin Deritter","
MATH 20E - Vector Calculus (B)
",WI17,217,"
76
","
78.9%
","
83.1%
","
6.91
","
B (3.24)
","
C+ (2.66)
"
"Tucker, Henry Jackson","
MATH 20E - Vector Calculus (C)
",WI17,154,"
69
","
67.2%
","
14.9%
","
7.49
","
B- (2.81)
","
C+ (2.60)
"
"Huynh, Thang L","
MATH 20E - Vector Calculus (A)
",FA16,341,"
171
","
87.4%
","
79.2%
","
7.24
","
B+ (3.48)
","
B (3.15)
"
"Saab, Rayan","
MATH 20E - Vector Calculus (B)
",FA16,271,"
184
","
79.7%
","
90.4%
","
7.37
","
B (3.27)
","
B- (2.78)
"
"Preskitt, Brian Patrick","
MATH 20E - Vector Calculus (A)
",S216,94,"
31
","
78.6%
","
85.7%
","
10.14
","
B+ (3.46)
","
B- (2.84)
"
"Eggers, John Dietrich","
MATH 20E - Vector Calculus (B)
",S216,22,"
9
","
87.5%
","
100.0%
","
10.75
","
B- (2.75)
","
B (3.16)
"
"Sangha, Luvreet Singh","
MATH 20E - Vector Calculus (A)
",S116,120,"
30
","
67.9%
","
89.3%
","
10.13
","
B (3.19)
","
C+ (2.68)
"
"Barrese, Kenneth William","
MATH 20E - Vector Calculus (A)
",SP16,135,"
49
","
74.4%
","
55.8%
","
5.45
","
B (3.14)
","
C+ (2.51)
"
"Sun, Hui","
MATH 20E - Vector Calculus (B)
",SP16,410,"
136
","
90.0%
","
90.0%
","
4.84
","
B+ (3.67)
","
B (3.13)
"
"Roberts, Justin Deritter","
MATH 20E - Vector Calculus (A)
",WI16,214,"
84
","
73.5%
","
77.1%
","
7.09
","
B+ (3.35)
","
B (3.08)
"
"Pelletier, Bruno","
MATH 20E - Vector Calculus (B)
",WI16,194,"
80
","
83.1%
","
75.3%
","
6.34
","
B+ (3.43)
","
B- (2.74)
"
"Martirosyan, Lilit","
MATH 20E - Vector Calculus (C)
",WI16,50,"
22
","
63.6%
","
27.3%
","
6.50
","
B- (2.80)
","
B (3.07)
"
"Eggers, John Dietrich","
MATH 20E - Vector Calculus (A)
",FA15,329,"
121
","
88.8%
","
85.3%
","
7.24
","
B+ (3.39)
","
B+ (3.39)
"
"Saab, Rayan","
MATH 20E - Vector Calculus (B)
",FA15,298,"
180
","
86.0%
","
95.0%
","
7.42
","
B (3.24)
","
C+ (2.69)
"
"Hoff, Daniel Joseph","
MATH 20E - Vector Calculus (A)
",S215,112,"
33
","
83.3%
","
93.3%
","
11.95
","
B (3.14)
","
B- (2.98)
"
"Eggers, John Dietrich","
MATH 20E - Vector Calculus (B)
",S215,42,"
14
","
100.0%
","
100.0%
","
12.81
","
B+ (3.57)
","
B (3.22)
"
"Bryan, Paul Anthony","
MATH 20E - Vector Calculus (A)
",S115,98,"
30
","
82.8%
","
75.9%
","
8.58
","
B+ (3.52)
","
B- (2.97)
"
"Oliver, Jesus R","
MATH 20E - Vector Calculus (A)
",SP15,334,"
140
","
91.2%
","
99.3%
","
7.25
","
B+ (3.49)
","
B- (2.89)
"
"Martirosyan, Lilit","
MATH 20E - Vector Calculus (B)
",SP15,205,"
62
","
78.0%
","
45.8%
","
6.43
","
B+ (3.54)
","
B- (2.96)
"
"Behzadan, Ali","
MATH 20E - Vector Calculus (A)
",WI15,196,"
93
","
93.3%
","
98.9%
","
6.27
","
A- (3.73)
","
B+ (3.64)
"
"Wang, Jie","
MATH 20E - Vector Calculus (B)
",WI15,228,"
81
","
75.6%
","
59.0%
","
6.58
","
B+ (3.41)
","
B+ (3.48)
"
"Martirosyan, Lilit","
MATH 20E - Vector Calculus (C)
",WI15,159,"
46
","
72.1%
","
32.6%
","
6.73
","
B+ (3.37)
","
B- (2.80)
"
"Roberts, Justin Deritter","
MATH 20E - Vector Calculus (A)
",FA14,280,"
107
","
74.2%
","
67.0%
","
7.24
","
B (3.30)
","
B (3.03)
"
"Kemp, Todd Aahron","
MATH 20E - Vector Calculus (B)
",FA14,271,"
157
","
90.8%
","
96.7%
","
8.24
","
B+ (3.44)
","
B- (2.87)
"
"Eggers, John Dietrich","
MATH 20E - Vector Calculus (A)
",S214,151,"
32
","
71.0%
","
93.5%
","
10.05
","
B (3.19)
","
C+ (2.69)
"
"Bryan, Paul Anthony","
MATH 20E - Vector Calculus (A)
",S114,62,"
16
","
73.3%
","
66.7%
","
8.23
","
B+ (3.40)
","
B- (2.95)
"
"Gaddis, Jason","
MATH 20E - Vector Calculus (A)
",SP14,274,"
89
","
89.0%
","
84.1%
","
6.35
","
B+ (3.53)
","
B- (2.71)
"
"Pelletier, Bruno","
MATH 20E - Vector Calculus (B)
",SP14,203,"
58
","
71.9%
","
63.2%
","
6.75
","
B+ (3.45)
","
B- (2.70)
"
"Wong, Wiseley A","
MATH 20E - Vector Calculus (A)
",WI14,202,"
83
","
79.0%
","
66.7%
","
7.72
","
B (3.24)
","
B- (2.87)
"
"Lu, Shaoying","
MATH 20E - Vector Calculus (B)
",WI14,122,"
42
","
73.8%
","
40.5%
","
6.06
","
B+ (3.60)
","
B (3.02)
"
"Saab, Rayan","
MATH 20E - Vector Calculus (C)
",WI14,159,"
117
","
86.8%
","
96.5%
","
6.92
","
B+ (3.47)
","
C+ (2.64)
"
"Bucur, Alina Ioana","
MATH 20E - Vector Calculus (A)
",FA13,256,"
112
","
69.4%
","
25.0%
","
7.78
","
B (3.17)
","
C+ (2.46)
"
"Eggers, John Dietrich","
MATH 20E - Vector Calculus (B)
",FA13,224,"
97
","
91.4%
","
97.8%
","
7.57
","
B+ (3.52)
","
B (3.01)
"
"Eggers, John Dietrich","
MATH 20E - Vector Calculus (A)
",S213,107,"
31
","
86.2%
","
89.7%
","
8.86
","
B+ (3.63)
","
C+ (2.55)
"
"Fadali, Lyla S","
MATH 20E - Vector Calculus (A)
",S113,74,"
22
","
94.7%
","
84.2%
","
9.45
","
B+ (3.58)
","
B- (2.73)
"
"Roberts, Justin Deritter","
MATH 20E - Vector Calculus (A)
",SP13,154,"
40
","
76.3%
","
73.7%
","
6.45
","
B (3.22)
","
B (3.16)
"
"Bucur, Alina Ioana","
MATH 20E - Vector Calculus (B)
",SP13,193,"
62
","
72.1%
","
72.1%
","
6.04
","
B (3.19)
","
C (2.25)
"
"Meier, Caleb A","
MATH 20E - Vector Calculus (A)
",WI13,83,"
38
","
78.9%
","
81.6%
","
7.30
","
B (3.19)
","
B- (2.90)
"
"Minor, Andre J","
MATH 20E - Vector Calculus (B)
",WI13,201,"
92
","
87.8%
","
100.0%
","
6.72
","
B+ (3.42)
","
B- (2.98)
"
"Wenzl, Hans G","
MATH 20E - Vector Calculus (C)
",WI13,101,"
40
","
76.9%
","
66.7%
","
6.71
","
B (3.22)
","
B- (2.79)
"
"Eggers, John Dietrich","
MATH 20E - Vector Calculus (A)
",FA12,204,"
75
","
92.6%
","
91.2%
","
7.53
","
B+ (3.45)
","
C+ (2.46)
"
"Schillewaert, Jeroen Jan","
MATH 20E - Vector Calculus (B)
",FA12,206,"
93
","
84.3%
","
78.7%
","
6.76
","
B+ (3.44)
","
C (2.30)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Harel, Guershon","
MATH 20F - Linear Algebra (A)
",S216,131,"
35
","
94.1%
","
79.4%
","
9.35
","
B+ (3.41)
","
C+ (2.48)
"
"Kim, Yeon Kyung","
MATH 20F - Linear Algebra (A)
",S116,126,"
30
","
96.7%
","
90.0%
","
7.74
","
B+ (3.62)
","
C+ (2.66)
"
"Behzadan, Ali","
MATH 20F - Linear Algebra (A)
",SP16,315,"
131
","
93.0%
","
96.1%
","
5.89
","
A- (3.84)
","
B (3.15)
"
"Gawlik, Evan Scott","
MATH 20F - Linear Algebra (B)
",SP16,200,"
76
","
91.4%
","
98.6%
","
6.20
","
B+ (3.43)
","
C+ (2.69)
"
"Wong, Elizabeth Lai Sum","
MATH 20F - Linear Algebra (C)
",SP16,410,"
156
","
94.8%
","
99.3%
","
5.27
","
B+ (3.66)
","
B (3.24)
"
"Kim, Yeon Kyung","
MATH 20F - Linear Algebra (D)
",SP16,113,"
26
","
95.5%
","
81.8%
","
5.80
","
B+ (3.48)
","
C+ (2.35)
"
"Merkurjev, Ekaterina","
MATH 20F - Linear Algebra (A)
",WI16,328,"
187
","
84.3%
","
46.1%
","
6.28
","
B+ (3.37)
","
B- (2.99)
"
"Cheng, Hsiao-Bing","
MATH 20F - Linear Algebra (B)
",WI16,186,"
100
","
86.2%
","
72.3%
","
6.81
","
B+ (3.39)
","
B- (2.78)
"
"Mohanty, Sara","
MATH 20F - Linear Algebra (C)
",WI16,195,"
103
","
75.8%
","
42.4%
","
5.94
","
B (3.10)
","
C (2.01)
"
